SN,country,points,price,province,region_1,variety,winery
386,Moldova,90,32,Moldova,,White Blend,Purcari
387,Italy,90,95,Tuscany,Brunello di Montalcino,Sangiovese,Renieri
388,Italy,90,60,Tuscany,Brunello di Montalcino,Sangiovese,Podere Scopetone
389,Italy,90,70,Tuscany,Brunello di Montalcino,Sangiovese,Sesta di Sopra
390,US,90,20,California,Santa Ynez Valley,White Blend,Carlson
391,France,90,27,Rhône Valley,Côtes du Rhône Villages,Rhône-style Red Blend,Château Pégau
392,France,90,20,Rhône Valley,Châteauneuf-du-Pape,Rhône-style Red Blend,Kirkland Signature
393,US,90,75,California,Alexander Valley,Cabernet Sauvignon,Medlock Ames
394,US,90,28,California,Russian River Valley,Sauvignon Blanc,Passaggio
395,US,90,60,California,Napa Valley,Chardonnay,Patland
396,US,90,22,California,Sonoma Coast,Chardonnay,Trig Point
397,Spain,90,49,Spain Other,Spain,White Blend,Valquejigoso
398,Hungary,90,35,Sopron,,Kekfrankos,Weninger
399,Italy,90,90,Tuscany,Brunello di Montalcino,Sangiovese,Tenuta di Sesta
400,US,90,30,California,Russian River Valley,Chardonnay,Terlato
401,US,90,35,California,Alexander Valley,Cabernet Sauvignon,The Calling
402,US,90,38,California,Sonoma Valley,Rhône-style Red Blend,Westwood
403,US,90,22,California,Lodi,Tempranillo,Fenestra
404,Italy,90,30,Tuscany,Chianti Classico,Sangiovese,Castello di Bossi
405,Italy,90,32,Tuscany,Vino Nobile di Montepulciano,Red Blend,Cecchi
406,Italy,90,35,Tuscany,Chianti Classico,Sangiovese,Cafaggio
407,US,87,36,Washington,Columbia Valley (WA),Cabernet Sauvignon,Dussek Family Cellars
408,US,87,30,California,Paso Robles,Zinfandel,League of Rogues
409,US,87,20,New York,Finger Lakes,Cabernet Franc,Serenity
410,US,87,32,Washington,Wahluke Slope,Grenache,Sol Stone
411,Spain,87,18,Catalonia,Cava,Sparkling Blend,Sumarroca
412,Spain,87,27,Northern Spain,Ribera del Duero,Tempranillo,Trus
413,US,87,20,Washington,Columbia Valley (WA),Sauvignon Blanc,Va Piano
414,US,87,30,California,Livermore Valley,Chardonnay,McGrail
415,US,87,20,California,Lodi,Cabernet Sauvignon,Michael David
416,US,87,23,Idaho,,Cabernet Sauvignon,3 Horse Ranch Vineyards
417,US,87,22,Washington,Yakima Valley,Rhône-style White Blend,Cairdeas
418,Italy,87,75,Tuscany,Brunello di Montalcino,Sangiovese,Citille di Sopra
419,Italy,87,98,Tuscany,Brunello di Montalcino,Sangiovese,Castello Romitorio
420,US,87,20,California,Paso Robles,Cabernet Sauvignon,Villa San Juliette
421,US,87,22,Idaho,,Chardonnay,Hat Ranch
422,US,87,16,Idaho,,White Blend,Huston
423,Italy,87,28,Tuscany,Maremma Toscana,Vermentino,Fattoria di Magliano
424,Spain,87,25,Andalucia,Jerez,Sherry,Bodegas Dios Baco S.L.
425,Italy,87,17,Tuscany,Bolgheri,Red Blend,Ceralti
426,US,87,17,Idaho,,Riesling,Coiled
427,Spain,87,15,Northern Spain,Ribera del Duero,Tempranillo,Condado de Oriza
428,Spain,87,16,Andalucia,Manzanilla-Sanlúcar de Barrameda,Sherry,Delgado Zuleta
429,Spain,87,15,Northern Spain,Ribera del Duero,Tempranillo Blend,Señorío de Sotillo
430,US,87,38,Idaho,,Tempranillo,Vale
431,Spain,87,28,Catalonia,Montsant,Red Blend,Portal del Montsant
432,Italy,87,52,Tuscany,Brunello di Montalcino,Sangiovese,La Collina dei Lecci
433,Italy,87,58,Tuscany,Brunello di Montalcino,Sangiovese,Fattoria La Lecciaia
434,Italy,87,60,Tuscany,Brunello di Montalcino,Sangiovese,Ferrero
435,Portugal,86,15,Douro,,Rosé,Colinas do Douro
436,Italy,86,15,Veneto,Soave,White Blend,Latium di Morini
437,US,86,26,California,Knights Valley,Chardonnay,Lawer
438,US,86,32,California,South Coast,Syrah,Hawk Watch Winery
439,Portugal,86,10,Tejo,,Portuguese Red,Falua
440,Argentina,86,10,Other,San Juan,Sauvignon Blanc,Finca Las Moras
441,US,86,18,California,California,Moscato,The Naked Grape
442,Portugal,86,12,Douro,,Portuguese White,Ramos-Pinto
443,US,86,35,Washington,Red Mountain,Rosé,Obelisco Estate
444,US,86,34,California,Dry Creek Valley,Aglianico,Orsi Family Vineyards
445,Argentina,86,23,Mendoza Province,Mendoza,Malbec,Bota Box
446,South Africa,86,20,Walker Bay,,Sauvignon Blanc,Bouchard Finlayson
447,US,86,31,California,Napa Valley,Cabernet Sauvignon,Winc
448,US,86,24,California,Paso Robles,Viognier,Cass
449,US,86,12,Washington,Columbia Valley (WA),Merlot,Castle Rock
450,US,86,18,California,Mendocino County,Pinot Noir,Angeline
451,France,86,10,Southwest France,Côtes de Gascogne,White Blend,Domaine de Lamothe
452,Argentina,86,15,Mendoza Province,Mendoza,Malbec,Don Miguel Gascón
453,US,86,24,California,Paso Robles,Chardonnay,Eberle
454,Argentina,86,14,Mendoza Province,Mendoza,Torrontés,Finca la Malena
455,US,86,14,California,Santa Ynez Valley,Sauvignon Blanc,Firestone
456,Portugal,86,15,Alentejano,,Portuguese Red,Companhia das Quintas
457,US,86,38,California,Alexander Valley,Primitivo,DeLorimier
458,Portugal,86,13,Dão,,Touriga Nacional,Global Wines
459,US,86,12,California,California,Pinot Noir,Guenoc
460,US,86,32,California,South Coast,Red Blend,Hawk Watch Winery
461,France,86,15,Southwest France,Bergerac Sec,Semillon-Sauvignon Blanc,Lionel Osmin & Cie
462,US,86,28,California,Dry Creek Valley,Barbera,Orsi Family Vineyards
463,Portugal,86,30,Douro,,Portuguese Rosé,Quinta Nova de Nossa Senhora do Carmo
464,US,89,49,California,Anderson Valley,Pinot Noir,Foursight
465,Greece,89,17,Nemea,,Agiorgitiko,Boutari
466,France,89,11,Rhône Valley,Côtes du Rhône,Grenache-Syrah,Les Vignobles Foncalieu
467,Italy,89,43,Tuscany,Toscana,Sangiovese,Marchesi de' Frescobaldi
468,France,89,19,Southwest France,Gaillac,Red Blend,Domaine Rotier
469,France,89,28,Southwest France,Gaillac,White Blend,Domaine Rotier
470,Germany,89,26,Mosel,,Riesling,Dr. Pauly Bergweiler
471,US,89,35,Oregon,Willamette Valley,Chardonnay,Aubichon Cellars
472,US,89,30,California,Carmel Valley,Bordeaux-style Red Blend,Boëté
473,Italy,89,55,Tuscany,Toscana,Cabernet Sauvignon,Castellare di Castellina
474,US,89,46,Oregon,Chehalem Mountains,Pinot Noir,Anam Cara
475,US,89,50,Oregon,Willamette Valley,Pinot Noir,Carden
476,US,89,43,California,Santa Ynez Valley,Red Blend,Carhartt Vineyard
477,Portugal,89,45,Duriense,,Syrah,Quinta da Romaneira
478,US,89,39,California,Santa Barbara County,Syrah,Rideau
479,Italy,89,30,Tuscany,Toscana,Red Blend,Tenuta di Trecciano
480,Italy,89,45,Tuscany,Toscana,Cabernet Sauvignon,Terre del Marchesato
481,Spain,89,23,Catalonia,Priorat,Red Blend,Vega Escal
482,France,89,15,Rhône Valley,Côtes du Rhône,Grenache-Syrah,M. Chapoutier
483,US,89,65,California,Paso Robles,Zinfandel,Epoch Estate Wines
484,Chile,89,19,Colchagua Valley,,Red Blend,Estampa
485,US,89,35,Oregon,Rogue Valley,Syrah,Ledger David
486,US,89,60,California,Paso Robles,Zinfandel,Lone Madrone
487,US,89,44,Oregon,McMinnville,Pinot Noir,Kelley Fox
488,Spain,89,25,Galicia,Rías Baixas,Albariño,Mar de Frades
489,Italy,89,30,Tuscany,Toscana,Red Blend,Pratesi
490,Spain,89,12,Northern Spain,Ribera del Duero,Tempranillo,Maitea
491,Spain,89,18,Catalonia,Cava,Sparkling Blend,Castellroig
492,US,92,30,California,Green Valley,Chardonnay,Martin Ray
493,Portugal,92,23,Douro,,Portuguese Red,Castello d'Alba
494,US,92,45,California,Napa Valley,Zinfandel,Robert Biale
495,US,92,125,California,Napa Valley,Bordeaux-style Red Blend,Sequoia Grove
496,US,92,98,California,Atlas Peak,Cabernet Sauvignon,VinRoc
497,US,92,40,California,Santa Ynez Valley,Red Blend,Ferguson Crest
498,Canada,92,17,Ontario,Beamsville Bench,Riesling,Cave Spring
499,US,92,60,California,Santa Maria Valley,Chardonnay,Sanguis
500,Portugal,92,70,Douro,,Portuguese Red,Quinta da Romaneira
501,US,92,68,California,Carneros,Chardonnay,Ram's Gate
502,Portugal,92,40,Beiras,,Baga,Luis Pato
503,US,92,32,Washington,Columbia Valley (WA),Chardonnay,Array
504,US,92,45,California,Santa Barbara County,Syrah,Vie Winery
505,US,92,66,Washington,Columbia Gorge (WA),Chardonnay,Woodward Canyon
506,France,92,29,Alsace,Alsace,Riesling,Domaine Loew
507,France,92,63,Alsace,Alsace,Riesling,Hugel
508,US,92,32,California,Sta. Rita Hills,Chardonnay,Lafond
509,US,92,55,California,Russian River Valley,Chardonnay,Lynmar
510,Hungary,92,16,Tokaji,,Furmint,Royal Tokaji
511,Italy,92,45,Piedmont,Barbaresco,Nebbiolo,Ressia
512,US,92,20,California,California,Viognier,Rock Wall
513,Italy,92,50,Piedmont,Barolo,Nebbiolo,Piazzo Armando
514,France,92,18,Bordeaux,Blaye Côtes de Bordeaux,Bordeaux-style Red Blend,Château Marsau
515,Portugal,92,23,Lisboa,,Portuguese Red,Herdade do Rocim
516,US,92,32,California,Santa Maria Valley,Chardonnay,Byron
517,Chile,92,30,Colchagua Valley,,Bordeaux-style Red Blend,Caliterra
518,US,92,35,Washington,Red Mountain,Viognier,Force Majeure
519,US,92,44,California,Fort Ross-Seaview,Chardonnay,Fort Ross
520,US,90,24,California,Sierra Foothills,Cabernet Franc,Easton
521,US,90,20,California,Amador County,Zinfandel,Easton
522,Germany,90,22,Mosel,,Riesling,Kirsten
523,France,90,50,Burgundy,Beaune,Pinot Noir,Labouré-Roi
524,France,90,45,Burgundy,Morey-Saint-Denis,Pinot Noir,Labouré-Roi
525,US,90,23,California,Central Coast,Pinot Noir,MacMurray Ranch
526,US,90,49,California,Green Valley,Pinot Noir,MacPhail
527,Germany,90,17,Mosel,,Riesling,Max Ferd. Richter
528,US,90,35,California,Lodi,Carignane,McCay Cellars
529,France,90,59,Burgundy,Beaune,Chardonnay,Chanson Père et Fils
530,France,90,24,Alsace,Alsace,Sylvaner,Domaine Barmès-Buecher
531,France,90,20,Alsace,Alsace,White Blend,Domaine Rieflé-Landmann
532,France,90,20,Alsace,Alsace,Pinot Blanc,Domaine Weinbach
533,US,90,18,Oregon,Willamette Valley,Pinot Gris,Elizabeth Chambers
534,US,90,42,California,Sonoma Valley,Zinfandel,Ordaz Family Wines
535,Italy,90,22,Sicily & Sardinia,Noto,Moscato,Planeta
536,Greece,90,20,Santorini,,Assyrtiko,Santo Wines
537,US,90,48,Oregon,Dundee Hills,Pinot Noir,Soléna
538,US,90,30,California,Napa Valley,Chardonnay,Stags' Leap Winery
539,US,90,40,California,Red Hills Lake County,Cabernet Sauvignon,Boatique
540,Spain,90,20,Northern Spain,Rioja,Tempranillo,Bodegas Muriel
541,Spain,90,17,Northern Spain,Rioja,Tempranillo Blend,Burgo Viejo
542,US,90,22,California,Sierra Foothills,Merlot,Chacewater
543,Germany,90,31,Mosel,,Riesling,Dr. H. Thanisch (Erben Thanisch)
544,US,90,15,California,California,Cabernet Sauvignon,Hahn
545,US,90,15,California,North Coast,Cabernet Sauvignon,Lyeth
546,US,94,62,California,Russian River Valley,Pinot Noir,The Calling
547,US,94,49,Oregon,Dundee Hills,Pinot Noir,Trisaetum
548,France,94,25,Southwest France,Madiran,Red Blend,Vignobles Brumont
549,US,94,95,California,Rutherford,Cabernet Sauvignon,Frank Family
550,US,94,55,California,Coombsville,Chardonnay,Ancien
551,US,94,48,California,Sta. Rita Hills,Chardonnay,Barden
552,Italy,94,35,Northeastern Italy,Collio,Friulano,Borgo del Tiglio
553,France,94,40,Southwest France,Madiran,Tannat-Cabernet,Château de Gayon
554,US,94,68,California,Sta. Rita Hills,Pinot Noir,Demetria
555,US,94,90,Oregon,Dundee Hills,Pinot Noir,Domaine Serene
556,France,93,25,Southwest France,Cahors,Malbec-Merlot,Château Lagrézette
557,US,93,60,California,Sonoma Coast,Pinot Noir,Cherry Pie
558,Austria,93,21,Thermenregion,,St. Laurent,Johanneshof Reinisch
559,US,93,125,Washington,Washington,Bordeaux-style Red Blend,21 Grams
560,US,93,85,California,Alexander Valley,Cabernet Sauvignon,Aperture
561,US,93,60,California,Sta. Rita Hills,Pinot Noir,Babcock
562,Spain,93,64,Northern Spain,Ribera del Duero,Tempranillo,Lleiroso
563,Austria,93,19,Burgenland,,Blauburgunder,Meinklang
564,Austria,93,25,Carnuntum,,Blaufränkisch,Muhr-Van der Niepoort
565,US,93,55,California,Santa Maria Valley,Syrah,Nicora
566,US,93,58,California,Russian River Valley,Chardonnay,Parallel
567,US,93,48,Oregon,Chehalem Mountains,Pinot Noir,Patricia Green Cellars
568,US,93,40,California,Amador County,Zinfandel,Renwood
569,US,93,60,California,California,Chardonnay,Rusack
570,US,93,120,California,Howell Mountain,Cabernet Sauvignon,Sbragia
571,US,93,100,California,Alexander Valley,Cabernet Sauvignon,The Bridge
572,US,93,34,California,Lodi,Zinfandel,Harney Lane
573,Spain,93,91,Northern Spain,Ribera del Duero,Red Blend,Pago de Carraovejas
574,France,93,36,Provence,Bandol,Provence red blend,Domaine de la Bégude
575,US,91,40,California,Napa Valley,Zinfandel,Rock Wall
576,US,91,20,Oregon,Dundee Hills,Chardonnay,Thistle
577,US,91,55,California,Napa Valley,Cabernet Sauvignon,Vitesse
578,Portugal,91,19,Douro,,Portuguese White,Wines & Winemakers
579,Italy,91,26,Northeastern Italy,Alto Adige,Pinot Grigio,Nals Margreid
580,US,91,45,California,Ben Lomond Mountain,Pinot Noir,Beauregard
581,Germany,91,36,Rheingau,,Riesling,Domdechant Werner
582,Germany,91,23,Mosel,,Riesling,Bischöfliche Weingüter Trier
583,Germany,91,25,Rheingau,,Riesling,Schloss Vollrads
584,Germany,91,21,Nahe,,Scheurebe,Bürgermeister Willi Schweinhardt
585,Germany,91,28,Mosel,,Riesling,C.H. Berres
586,Italy,91,41,Northeastern Italy,Vigneti delle Dolomiti,White Blend,Franz Haas
587,US,91,26,Oregon,Chehalem Mountains,Pinot Gris,Hawks View
588,US,91,28,California,Russian River Valley,Chardonnay,J Vineyards & Winery
589,US,91,38,California,Russian River Valley,Chardonnay,La Follette
590,US,91,44,California,Napa Valley,Red Blend,Laird
591,US,91,45,California,Sonoma Coast,Pinot Noir,Les Voleurs
592,Germany,91,25,Mosel,,Riesling,Dr. Heidemanns-Bergweiler
593,Germany,91,38,Mosel,,Riesling,Dr. Heidemanns-Bergweiler
594,Germany,91,22,Mosel,,Riesling,Dr. Loosen
595,Germany,91,26,Mosel,,Riesling,Dr. Pauly Bergweiler
596,Germany,91,23,Mosel,,Riesling,Bischöfliche Weingüter Trier
597,Germany,91,23,Mosel,,Riesling,Bollig-Lehnert
598,US,91,50,California,Arroyo Seco,Sauvignon Blanc,Bernardus
599,Italy,91,21,Northeastern Italy,Alto Adige,Sauvignon,Cantina Produttori San Michele Appiano
600,France,91,25,Bordeaux,Haut-Médoc,Bordeaux-style Red Blend,Château Devise d'Ardilley
601,Portugal,91,16,Dão,,Portuguese Red,Dão Sul
602,France,91,60,Burgundy,Côtes de Nuits Villages,Chardonnay,Domaine de Bellene
603,US,90,38,California,Napa Valley,Cabernet Sauvignon,Louis M. Martini
604,Australia,90,20,South Australia,Adelaide Hills,Pinot Noir,Riposte
605,Italy,90,75,Piedmont,Barolo,Nebbiolo,Virna Borgogno
606,Portugal,90,33,Douro,,Portuguese Red,Adega de Favaios
607,Italy,90,75,Piedmont,Barolo,Nebbiolo,Alessandro Rivetto
608,US,90,64,California,Paso Robles,Bordeaux-style Red Blend,Ascension Cellars
609,US,90,18,California,Russian River Valley,Gewürztraminer,Balletto
610,Italy,90,75,Piedmont,Barolo,Nebbiolo,Ca' Viola
611,Italy,90,30,Piedmont,Barolo,Nebbiolo,Cantina del Nebbiolo
612,Italy,90,42,Piedmont,Barolo,Nebbiolo,Cascina Ballarin
613,Italy,90,18,Piedmont,Barbera d'Asti Superiore,Barbera,Cascina Liuzzi
614,Spain,90,20,Galicia,Rías Baixas,Albariño,Castro Brey
615,US,90,40,California,Edna Valley,Pinot Noir,Chamisal Vineyards
616,France,90,25,Southwest France,Cahors,Malbec,Château Saint-Didier-Parnac
617,Portugal,90,19,Douro,,Portuguese White,Conceito Vinhos
618,US,90,18,Oregon,Willamette Valley,Gewürztraminer,David Hill
619,US,90,30,California,Russian River Valley,Rhône-style White Blend,Davis Family
620,France,90,13,Southwest France,Côtes de Gascogne,Red Blend,Domaine d'Arton
621,France,90,45,Burgundy,Chablis,Chardonnay,Domaine Gérard Duplessis
622,Germany,90,30,Mosel,,Riesling,Dr. Heidemanns-Bergweiler
623,US,90,111,California,Oak Knoll District,Cabernet Sauvignon,Eleven Eleven
624,Italy,90,35,Piedmont,Barbera d'Alba,Barbera,Elvio Cogno
625,US,90,32,Oregon,Rogue Valley,Tempranillo,Folin Cellars
626,Italy,90,88,Piedmont,Barolo,Nebbiolo,Franco M. Martinetti
627,US,90,57,Oregon,Oregon,Pinot Noir,King Estate
628,US,90,34,California,Russian River Valley,Grenache,Kobler
629,US,90,24,Oregon,Willamette Valley,Chardonnay,Left Coast Cellars
630,Italy,90,45,Piedmont,Barolo,Nebbiolo,Manzone Fratelli
631,Italy,90,74,Piedmont,Barolo,Nebbiolo,Marziano Abbona
632,Australia,88,42,Victoria,Yarra Valley,Pinot Noir,Giant Steps
633,France,88,27,Loire Valley,Sancerre,Sauvignon Blanc,Domaine Gérard Fiou
634,Argentina,88,25,Mendoza Province,Tupungato,Malbec,Domaine Jean Bousquet
635,France,88,35,Loire Valley,Sancerre,Sauvignon Blanc,Domaine Thomas & Fils
636,US,88,45,California,Dry Creek Valley,Meritage,Dry Creek Vineyard
637,US,88,30,California,Santa Barbara County,Grenache,Epiphany
638,France,88,26,Bordeaux,Côtes de Bourg,Bordeaux-style Red Blend,Etienne de Tauriac
639,US,88,39,California,Russian River Valley,Chardonnay,Fog Crest
640,France,88,25,Loire Valley,Pouilly-Fumé,Sauvignon Blanc,Francis Blanchet
641,Italy,88,80,Piedmont,Barolo,Nebbiolo,Germano Angelo
642,US,88,55,California,Anderson Valley,Pinot Noir,Goldeneye
643,US,88,22,California,Sonoma Coast,Gewürztraminer,Gundlach Bundschu
644,France,88,28,Loire Valley,Sancerre,Sauvignon Blanc,Jean-Max Roger
645,US,88,25,California,Arroyo Grande Valley,Pinot Noir,Laetitia
646,US,88,48,Oregon,Willamette Valley,Pinot Noir,Le Cadeau
647,US,88,19,California,Santa Barbara County,Viognier,Lucas & Lewellen
648,Croatia,88,19,North Dalmatia,,White Blend,Bibich
649,Italy,88,77,Piedmont,Barolo,Nebbiolo,Boroli
650,US,88,18,California,Central Coast,Chardonnay,Chamisal Vineyards
651,France,88,25,Bordeaux,Pessac-Léognan,Bordeaux-style White Blend,Château de Cruzeau
652,France,88,18,Bordeaux,Bordeaux Blanc,Bordeaux-style White Blend,Château Roc de Minvielle
653,US,88,18,California,Alexander Valley,Merlot,Chelsea Goldschmidt
654,US,88,65,Oregon,Willamette Valley,Pinot Noir,Coeur de Terre
655,US,88,25,California,Carneros,Chardonnay,Cuvaison
656,US,88,48,California,Carneros-Napa Valley,Pinot Noir,Cuvaison
657,France,88,20,Loire Valley,Menetou-Salon,Pinot Noir,Domaine de l'Hermitage
658,Spain,88,11,Central Spain,Vino de la Tierra de Castilla,Tempranillo,Venta Morales
659,US,90,55,California,Moon Mountain District Sonoma County,Cabernet Sauvignon,Korbin Kameron
660,Spain,90,35,Catalonia,Cava,Sparkling Blend,Llopart
661,Bulgaria,90,26,Thracian Valley,,Mavrud,Edoardo Miroglio
662,US,90,46,California,Sonoma Coast,Chardonnay,Eric Kent
663,US,90,55,California,Santa Barbara County,Pinot Noir,Fess Parker
664,US,90,30,California,Sta. Rita Hills,Pinot Noir,Fess Parker
665,US,90,25,New York,Finger Lakes,Cabernet Franc,Hazlitt 1852 Vineyards
666,US,90,27,New York,Finger Lakes,Pinot Noir,Inspire Moore
667,US,90,28,Washington,Yakima Valley,Syrah,Kevin White
668,Italy,90,62,Tuscany,Brunello di Montalcino,Sangiovese,La Magia
669,US,90,48,California,Sonoma Coast,Chardonnay,La Pitchoune
670,Italy,90,80,Tuscany,Brunello di Montalcino,Sangiovese,Lazzeretti
671,US,90,36,California,Happy Canyon of Santa Barbara,Sauvignon Blanc,Margerum
672,US,90,48,California,Paso Robles,Red Blend,MCV
673,US,90,60,California,Russian River Valley,Chardonnay,Merry Edwards
674,Canada,90,24,British Columbia,Okanagan Valley,Riesling,Mission Hill
675,US,90,42,California,Oak Knoll District,Cabernet Franc,Monticello Vineyards
676,US,90,45,California,Paso Robles,Sangiovese,Niner
677,US,90,39,California,Alexander Valley,Zinfandel,Ousterhout
678,US,90,25,California,Alexander Valley,Sauvignon Blanc,Ousterhout
679,US,90,40,Washington,Columbia Valley (WA),Bordeaux-style Red Blend,Plumb Cellars
680,Slovenia,90,40,Goriska Brda,,Ribolla Gialla,Principiano Ferdinando
681,US,90,40,California,Santa Clara Valley,Charbono,Sarah's Vineyard
682,Italy,90,60,Tuscany,Brunello di Montalcino,Sangiovese,SassodiSole
683,Canada,90,19,British Columbia,Okanagan Valley,Pinot Gris,Tinhorn Creek
684,US,90,85,California,Mount Veeder,Cabernet Sauvignon,V. Sattui
685,Spain,90,26,Andalucia,Jerez,Palomino,González Byass
686,Italy,90,25,Tuscany,Chianti Classico,Red Blend,Il Brunone
687,US,90,15,California,Dunnigan Hills,Tempranillo,Matchbook
688,France,90,24,Rhône Valley,Tavel,Rosé,Prieuré de Montézargues
689,US,86,18,California,California,Red Blend,The Naked Grape
690,South Africa,86,35,Stellenbosch,,Sauvignon Blanc,Vergelegen
691,Argentina,86,26,Mendoza Province,Mendoza,Torrontés,Via Revolucionaria
692,Argentina,86,39,Other,Argentina,Malbec-Cabernet Sauvignon,Bodega Las Cañitas
693,South Africa,86,11,Western Cape,,Sauvignon Blanc,Fat Barrel
694,US,85,15,California,Livermore Valley,Red Blend,Rubino Estates Winery
695,France,85,9,Southwest France,Bergerac Rosé,Rosé,Château Bélingard
696,France,85,16,Southwest France,Côtes du Tarn,Red Blend,Château Clément Termes
697,US,85,15,California,California,Cabernet Sauvignon,Jack's House
698,France,85,18,Burgundy,Coteaux Bourguignons,Pinot Noir-Gamay,Joseph Drouhin
699,Italy,85,9,Northeastern Italy,Delle Venezie,Pinot Nero,Famiglia Cielo
